balance,balance_frequency,purchases,oneoff_purchases,installments_purchases,cash_advance,purchases_frequency,oneoff_purchases_frequency,installments_purchases_frequency,cash_advance_frequency,cash_advance_trx,purchases_trx,credit_limit,payments,minimum_payments,prc_full_payment,tenure
1399.596,1.0,1004.98,474.58,530.4,216.032,0.833,0.25,0.75,0.083,2.0,34.0,1800.0,553.873,979.002,0.0,12.0
3490.856,1.0,1039.48,1039.48,0.0,4200.991,0.083,0.083,0.0,0.25,10.0,3.0,9000.0,1091.424,1048.661,0.0,12.0
650.668,1.0,1059.26,924.26,135.0,0.0,0.833,0.833,0.25,0.0,0.0,24.0,1200.0,184.435,276.552,0.0,12.0
21.718,1.0,182.27,0.0,182.27,0.0,0.917,0.0,0.833,0.0,0.0,11.0,1500.0,176.13,171.218,0.375,12.0
2431.02,0.818,729.82,729.82,0.0,2555.91,0.182,0.182,0.0,0.182,13.0,4.0,3500.0,46.969,18924.002,0.0,11.0
868.808,1.0,39.83,33.5,6.33,0.0,0.167,0.083,0.083,0.0,0.0,2.0,1950.0,264.721,282.178,0.0,12.0
1051.485,1.0,3805.44,2715.52,1089.92,0.0,1.0,0.417,1.0,0.0,0.0,24.0,1500.0,3818.151,941.61,0.0,12.0
3437.034,1.0,1858.7,1858.7,0.0,3569.688,0.583,0.583,0.0,0.833,26.0,18.0,9000.0,6062.442,1092.303,0.0,12.0
509.686,1.0,457.68,0.0,457.68,0.0,1.0,0.0,1.0,0.0,0.0,24.0,4000.0,157.894,227.507,0.0,12.0
2655.716,1.0,0.0,0.0,0.0,2179.449,0.0,0.0,0.0,0.417,7.0,0.0,3000.0,893.586,637.351,0.0,12.0
891.333,1.0,411.25,411.25,0.0,0.0,0.333,0.333,0.0,0.0,0.0,4.0,1500.0,1043.138,205.343,0.0,12.0
1863.787,1.0,0.0,0.0,0.0,1998.061,0.0,0.0,0.0,0.083,1.0,0.0,3000.0,749.522,439.865,0.0,12.0
1969.414,1.0,1322.06,301.52,1020.54,849.367,1.0,0.333,1.0,0.417,5.0,27.0,5500.0,1764.328,447.536,0.0,12.0
8030.873,1.0,0.0,0.0,0.0,4904.29,0.0,0.0,0.0,0.833,50.0,0.0,8500.0,5467.375,2135.037,0.0,12.0
3060.945,1.0,2478.38,1974.38,504.0,0.0,1.0,1.0,0.583,0.0,0.0,32.0,6500.0,1828.095,1062.751,0.0,12.0
1080.667,1.0,3895.67,697.85,3197.82,135.404,1.0,0.417,1.0,0.167,3.0,49.0,6500.0,2571.28,314.038,0.167,12.0
1241.566,1.0,3637.75,3396.25,241.5,6419.422,0.833,0.583,0.5,0.333,8.0,26.0,7000.0,8754.78,407.887,0.417,12.0
50.303,0.636,0.0,0.0,0.0,575.798,0.0,0.0,0.0,0.167,2.0,0.0,500.0,511.342,186.034,0.0,12.0
950.716,1.0,335.62,0.0,335.62,0.0,0.5,0.0,0.5,0.0,0.0,6.0,1000.0,762.738,726.52,0.0,12.0
30.288,0.818,0.0,0.0,0.0,827.814,0.0,0.0,0.0,0.417,11.0,0.0,1000.0,963.269,74.388,0.167,12.0
1430.682,1.0,1916.04,656.6,1259.44,181.347,1.0,0.333,1.0,0.167,2.0,38.0,1800.0,1625.673,635.438,0.0,12.0
2437.751,0.9,1177.64,1177.64,0.0,2961.278,0.5,0.5,0.0,0.4,7.0,29.0,3000.0,1325.183,1000.844,0.0,10.0
27.858,0.636,352.23,0.0,352.23,0.0,0.5,0.0,0.417,0.0,0.0,7.0,2500.0,299.49,98.217,0.273,12.0
512.011,1.0,3837.1,1564.32,2272.78,0.0,1.0,0.417,1.0,0.0,0.0,28.0,6000.0,3827.94,197.466,0.417,12.0
935.042,1.0,1000.0,1000.0,0.0,0.0,0.083,0.083,0.0,0.0,0.0,1.0,1200.0,204.112,215.713,0.0,12.0
7337.854,1.0,0.0,0.0,0.0,3889.58,0.0,0.0,0.0,0.75,21.0,0.0,9000.0,2526.186,2075.774,0.0,12.0
169.893,0.667,973.5,973.5,0.0,0.0,0.167,0.167,0.0,0.0,0.0,1.0,2000.0,28.079,41.457,0.0,6.0
108.387,1.0,211.9,211.9,0.0,0.0,0.167,0.167,0.0,0.0,0.0,2.0,5100.0,131.854,125.338,0.0,12.0
39.557,0.364,45.65,45.65,0.0,0.0,0.083,0.083,0.0,0.0,0.0,1.0,3000.0,831.294,237.528,0.0,12.0
270.135,0.909,958.93,752.9,206.03,0.0,0.75,0.167,0.667,0.0,0.0,26.0,1900.0,2063.471,216.498,0.0,12.0
1097.286,1.0,0.0,0.0,0.0,37.643,0.0,0.0,0.0,0.167,2.0,0.0,1200.0,236.376,259.213,0.0,12.0
125.039,0.909,1118.91,1118.91,0.0,19.094,0.583,0.583,0.0,0.083,1.0,15.0,1800.0,1376.39,150.169,1.0,12.0
3894.241,1.0,1201.7,0.0,1201.7,995.062,0.583,0.0,0.583,0.083,2.0,7.0,4000.0,1734.235,3618.94,0.0,12.0
7.337,0.333,74.0,74.0,0.0,0.0,0.167,0.167,0.0,0.0,0.0,1.0,3000.0,214.921,44.255,0.0,6.0
607.881,0.909,0.0,0.0,0.0,2266.491,0.0,0.0,0.0,0.25,3.0,0.0,1200.0,2379.418,299.914,0.091,12.0
279.502,1.0,1365.5,336.0,1029.5,0.0,1.0,0.083,1.0,0.0,0.0,37.0,5000.0,1340.03,175.055,0.0,12.0
4.817,0.286,0.0,0.0,0.0,38.628,0.0,0.0,0.0,0.143,1.0,0.0,500.0,51.013,16.261,0.0,7.0
1919.443,1.0,0.0,0.0,0.0,5427.83,0.0,0.0,0.0,0.333,7.0,0.0,5500.0,2936.557,626.772,0.0,12.0
2063.922,0.667,0.0,0.0,0.0,3858.374,0.0,0.0,0.0,0.167,2.0,0.0,4000.0,5696.695,584.843,0.0,6.0
1394.926,1.0,0.0,0.0,0.0,4091.737,0.0,0.0,0.0,0.25,5.0,0.0,5000.0,488.156,299.652,0.0,12.0
66.297,1.0,56.44,0.0,56.44,0.0,0.333,0.0,0.333,0.0,0.0,4.0,1500.0,110.099,166.021,0.0,12.0
2.797,0.273,170.92,170.92,0.0,0.0,0.583,0.583,0.0,0.0,0.0,7.0,4000.0,227.392,37.258,0.0,12.0
6822.878,1.0,137.34,137.34,0.0,4815.113,0.083,0.083,0.0,0.667,16.0,1.0,10000.0,1874.955,1716.093,0.0,12.0
4373.439,0.889,1959.04,1570.04,389.0,5124.127,0.667,0.444,0.556,0.556,6.0,12.0,7000.0,820.852,1409.801,0.0,9.0
1193.352,0.875,0.0,0.0,0.0,1433.855,0.0,0.0,0.0,0.125,4.0,0.0,1500.0,164.004,254.023,0.0,8.0
72.087,1.0,607.36,607.36,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,5500.0,554.771,192.607,1.0,12.0
7755.699,1.0,8533.54,4072.76,4460.78,7540.307,1.0,0.5,0.833,0.5,12.0,72.0,10000.0,4758.209,7256.952,0.0,6.0
91.639,1.0,315.2,147.8,167.4,0.0,1.0,0.333,0.833,0.0,0.0,8.0,1000.0,231.275,86.345,0.25,6.0
124.286,1.0,662.4,108.71,553.69,0.0,1.0,0.222,0.889,0.0,0.0,23.0,1000.0,367.259,134.12,0.429,9.0
3278.982,1.0,0.0,0.0,0.0,4431.586,0.0,0.0,0.0,0.25,3.0,0.0,4500.0,3810.097,1202.983,0.083,12.0
2934.091,0.875,0.0,0.0,0.0,2710.056,0.0,0.0,0.0,0.25,2.0,0.0,3000.0,428.468,694.75,0.0,8.0
6.84,0.286,74.4,0.0,74.4,0.0,0.286,0.0,0.286,0.0,0.0,2.0,2000.0,225.796,72.752,0.0,7.0
1634.559,1.0,1062.94,1006.18,56.76,0.0,0.583,0.5,0.167,0.0,0.0,15.0,1800.0,584.66,1332.692,0.0,12.0
776.256,1.0,6842.23,4938.13,1904.1,0.0,1.0,1.0,1.0,0.0,0.0,112.0,3500.0,5588.683,280.509,0.5,12.0
1095.042,1.0,1132.36,377.44,754.92,0.0,1.0,0.333,1.0,0.0,0.0,43.0,2500.0,410.973,405.23,0.0,12.0
150.561,0.833,368.34,368.34,0.0,0.0,0.5,0.5,0.0,0.0,0.0,4.0,1200.0,68.244,85.171,0.0,6.0
4241.865,1.0,225.08,225.08,0.0,2842.772,0.091,0.091,0.0,1.0,17.0,2.0,5000.0,2011.127,1282.428,0.0,11.0
1162.771,1.0,533.36,0.0,533.36,19.292,0.667,0.0,0.583,0.083,1.0,8.0,1200.0,632.227,1395.577,0.0,12.0
2628.512,1.0,273.0,273.0,0.0,342.875,0.583,0.583,0.0,0.083,1.0,7.0,7500.0,4613.453,1148.354,0.0,12.0
16.006,0.273,151.33,151.33,0.0,0.0,0.167,0.167,0.0,0.0,0.0,3.0,5000.0,450.837,132.752,0.5,12.0
356.524,1.0,1819.0,749.9,1069.1,0.0,0.833,0.333,0.75,0.0,0.0,27.0,1200.0,1402.327,186.651,0.0,12.0
4616.992,1.0,0.0,0.0,0.0,2810.591,0.0,0.0,0.0,0.083,8.0,0.0,5000.0,584.414,11203.962,0.0,12.0
1255.902,1.0,1038.81,1038.81,0.0,1092.635,0.917,0.917,0.0,0.083,1.0,21.0,5700.0,1215.454,422.331,0.0,12.0
483.402,0.778,2723.47,2723.47,0.0,0.0,0.667,0.667,0.0,0.0,0.0,26.0,2000.0,1203.703,171.501,0.0,9.0
408.733,0.273,0.0,0.0,0.0,4799.004,0.0,0.0,0.0,0.083,1.0,0.0,5000.0,19666.291,678.362,1.0,12.0
1632.421,1.0,993.96,245.59,748.37,0.0,0.727,0.182,0.636,0.0,0.0,22.0,6000.0,2752.624,489.843,0.091,11.0
1124.583,1.0,0.0,0.0,0.0,219.934,0.0,0.0,0.0,0.333,4.0,0.0,1200.0,446.251,228.206,0.0,12.0
24.68,1.0,265.0,0.0,265.0,0.0,0.818,0.0,0.727,0.0,0.0,9.0,1000.0,275.284,137.386,1.0,11.0
180.238,1.0,2749.92,0.0,2749.92,0.0,1.0,0.0,1.0,0.0,0.0,12.0,500.0,2723.611,2549.227,0.083,12.0
1077.46,1.0,4342.68,3109.98,1232.7,385.831,1.0,0.833,0.833,0.25,6.0,33.0,6900.0,4105.369,321.561,0.083,12.0
3012.179,1.0,27790.42,14605.99,13184.43,469.075,1.0,0.667,1.0,0.083,1.0,79.0,12000.0,27839.824,569.401,0.727,12.0
740.704,0.545,1311.76,524.8,786.96,0.0,0.417,0.083,0.333,0.0,0.0,14.0,3500.0,5149.432,277.233,0.0,12.0
171.268,1.0,2062.67,1455.11,607.56,0.0,1.0,1.0,1.0,0.0,0.0,39.0,7500.0,1913.827,180.638,0.75,12.0
2594.879,1.0,160.0,160.0,0.0,3095.18,0.083,0.083,0.0,0.25,7.0,3.0,9500.0,851.53,596.332,0.0,12.0
2.912,1.0,347.55,0.0,347.55,0.0,0.25,0.0,0.25,0.0,0.0,3.0,5000.0,386.64,11.803,0.0,12.0
1421.787,1.0,0.0,0.0,0.0,2017.847,0.0,0.0,0.0,0.583,16.0,0.0,1500.0,2180.008,622.671,0.0,12.0
4279.154,1.0,1006.17,1006.17,0.0,0.0,0.3,0.3,0.0,0.0,0.0,9.0,7500.0,836.921,920.735,0.0,10.0
1293.044,1.0,0.0,0.0,0.0,1425.748,0.0,0.0,0.0,0.333,5.0,0.0,1500.0,294.307,286.674,0.0,12.0
477.166,1.0,1342.51,1072.51,270.0,0.0,0.583,0.583,0.083,0.0,0.0,20.0,8500.0,1089.226,211.335,0.0,12.0
4761.191,0.833,4085.81,3157.31,928.5,4023.467,0.833,0.5,0.5,0.333,11.0,31.0,7500.0,1266.516,1834.821,0.0,6.0
21.961,1.0,175.45,0.0,175.45,0.0,1.0,0.0,0.909,0.0,0.0,11.0,1500.0,143.609,164.362,0.778,11.0
1048.404,1.0,652.24,652.24,0.0,0.0,0.583,0.583,0.0,0.0,0.0,7.0,4000.0,2274.856,669.585,0.0,12.0
225.282,1.0,545.68,0.0,545.68,0.0,1.0,0.0,1.0,0.0,0.0,14.0,6500.0,1097.963,176.797,0.083,12.0
511.569,0.727,2938.32,1685.35,1252.97,0.0,0.667,0.5,0.583,0.0,0.0,69.0,7500.0,832.587,265.119,0.167,12.0
162.294,1.0,0.0,0.0,0.0,428.186,0.0,0.0,0.0,0.25,5.0,0.0,500.0,90.933,467.783,0.0,12.0
36.898,0.909,942.34,0.0,942.34,0.0,0.917,0.0,0.917,0.0,0.0,21.0,1500.0,1007.918,98.743,0.667,12.0
1268.25,1.0,167.0,167.0,0.0,1141.775,0.083,0.083,0.0,0.333,5.0,1.0,1800.0,467.081,404.44,0.0,12.0
237.669,1.0,259.13,259.13,0.0,0.0,0.083,0.083,0.0,0.0,0.0,1.0,2300.0,2680.636,2503.375,0.25,12.0
84.442,1.0,1515.73,837.57,678.16,0.0,0.917,0.417,0.5,0.0,0.0,17.0,2000.0,1421.806,138.106,1.0,12.0
1213.551,1.0,941.39,860.67,80.72,49.747,1.0,1.0,0.25,0.083,1.0,18.0,7000.0,1679.005,309.141,0.0,12.0
26.626,1.0,199.2,0.0,199.2,0.0,1.0,0.0,1.0,0.0,0.0,12.0,2700.0,177.876,137.214,0.182,12.0
3811.587,1.0,0.0,0.0,0.0,848.033,0.0,0.0,0.0,0.083,1.0,0.0,4500.0,1431.651,1496.832,0.0,12.0
285.308,0.182,0.0,0.0,0.0,2644.699,0.0,0.0,0.0,0.167,7.0,0.0,3000.0,248.743,572.39,0.0,12.0
80.063,1.0,727.27,727.27,0.0,0.0,0.583,0.583,0.0,0.0,0.0,11.0,20000.0,822.928,206.656,0.917,12.0
377.724,1.0,4587.21,4558.29,28.92,0.0,1.0,1.0,0.083,0.0,0.0,37.0,4500.0,4169.408,185.71,1.0,12.0
654.574,1.0,0.0,0.0,0.0,2819.606,0.0,0.0,0.0,0.083,3.0,0.0,8000.0,422.879,269.179,0.0,12.0
1181.768,1.0,153.95,153.95,0.0,0.0,0.333,0.333,0.0,0.0,0.0,5.0,6500.0,1908.259,365.472,0.0,12.0
7.054,0.818,427.98,0.0,427.98,0.0,1.0,0.0,0.917,0.0,0.0,18.0,1500.0,402.343,17.774,0.111,12.0
2583.248,1.0,1337.35,45.65,1291.7,2484.595,1.0,0.083,1.0,0.5,18.0,21.0,3000.0,819.792,6404.855,0.0,12.0
1241.882,1.0,94.0,94.0,0.0,234.64,0.083,0.083,0.0,0.083,1.0,1.0,1400.0,539.459,456.55,0.0,12.0
19.491,0.364,0.0,0.0,0.0,1161.515,0.0,0.0,0.0,0.083,3.0,0.0,1200.0,3338.597,9.551,0.5,12.0
1565.982,0.818,1677.26,614.85,1062.41,0.0,0.75,0.167,0.75,0.0,0.0,22.0,4500.0,7364.975,815.301,0.444,12.0
624.633,0.818,0.0,0.0,0.0,950.853,0.0,0.0,0.0,0.25,8.0,0.0,1000.0,330.065,289.687,0.0,12.0
972.666,1.0,10549.19,9180.41,1368.78,0.0,1.0,1.0,1.0,0.0,0.0,248.0,9000.0,10114.189,209.882,1.0,12.0
5176.531,1.0,67.84,67.84,0.0,2665.236,0.083,0.083,0.0,0.333,8.0,1.0,6000.0,1178.561,1330.594,0.0,12.0
3559.635,1.0,7654.81,6984.29,670.52,0.0,0.667,0.667,0.333,0.0,0.0,45.0,7000.0,2785.055,783.738,0.0,12.0
857.712,1.0,1224.0,564.0,660.0,2645.818,0.667,0.083,0.667,0.75,18.0,15.0,2000.0,2494.597,359.023,0.091,12.0
1625.119,1.0,2908.35,956.83,1951.52,1029.56,0.917,0.333,0.75,0.167,4.0,40.0,3500.0,763.751,1125.043,0.0,12.0
387.647,1.0,2900.84,900.6,2000.24,0.0,1.0,0.417,1.0,0.0,0.0,54.0,7500.0,2581.348,179.408,0.333,12.0
1887.939,1.0,0.0,0.0,0.0,1535.272,0.0,0.0,0.0,0.167,3.0,0.0,6700.0,567.781,406.932,0.0,12.0
4836.914,1.0,305.6,305.6,0.0,0.0,0.167,0.167,0.0,0.0,0.0,2.0,16500.0,2547.924,1602.37,0.0,12.0
945.794,1.0,253.31,253.31,0.0,152.278,0.333,0.333,0.0,0.083,2.0,4.0,1000.0,676.497,536.299,0.0,12.0
13.442,0.455,56.51,0.0,56.51,0.0,0.25,0.0,0.25,0.0,0.0,3.0,1000.0,190.432,153.286,0.167,12.0
9.581,1.0,118.6,70.0,48.6,0.0,1.0,0.083,0.917,0.0,0.0,25.0,3300.0,117.78,56.501,0.1,12.0
346.426,1.0,3463.12,1046.72,2416.4,0.0,1.0,0.5,1.0,0.0,0.0,66.0,5000.0,2903.568,194.327,0.917,12.0
5925.829,1.0,0.0,0.0,0.0,468.345,0.0,0.0,0.0,0.167,2.0,0.0,6500.0,1402.586,2083.397,0.0,12.0
376.998,1.0,0.0,0.0,0.0,928.598,0.0,0.0,0.0,0.167,3.0,0.0,1000.0,1008.343,269.826,0.0,12.0
765.11,1.0,0.0,0.0,0.0,457.076,0.0,0.0,0.0,0.25,3.0,0.0,1200.0,269.369,271.528,0.0,12.0
30.044,1.0,420.0,0.0,420.0,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1500.0,415.969,163.023,1.0,12.0
2128.152,1.0,0.0,0.0,0.0,19.346,0.0,0.0,0.0,0.083,1.0,0.0,2100.0,138.907,13266.382,0.0,12.0
7295.92,1.0,0.0,0.0,0.0,721.214,0.0,0.0,0.0,0.25,4.0,0.0,7500.0,1984.351,3082.801,0.0,12.0
2550.528,1.0,0.0,0.0,0.0,3155.858,0.0,0.0,0.0,0.8,17.0,0.0,3000.0,674.848,616.794,0.0,10.0
55.707,1.0,1224.99,0.0,1224.99,0.0,1.0,0.0,1.0,0.0,0.0,26.0,7500.0,1130.359,166.789,1.0,12.0
24.39,0.182,0.0,0.0,0.0,1369.366,0.0,0.0,0.0,0.083,1.0,0.0,3000.0,10893.778,54.765,1.0,12.0
180.75,1.0,266.64,0.0,266.64,95.285,1.0,0.0,1.0,0.083,1.0,12.0,3500.0,1172.976,175.623,0.545,12.0
17.207,0.818,109.0,0.0,109.0,0.0,0.5,0.0,0.417,0.0,0.0,6.0,1000.0,143.411,106.188,0.1,12.0
88.134,0.909,1400.0,0.0,1400.0,0.0,0.833,0.0,0.75,0.0,0.0,10.0,7500.0,1307.099,138.949,0.727,12.0
540.158,1.0,181.5,0.0,181.5,0.0,0.833,0.0,0.833,0.0,0.0,11.0,500.0,246.84,669.292,0.0,12.0
189.435,1.0,500.09,0.0,500.09,0.0,0.917,0.0,0.917,0.0,0.0,24.0,3000.0,521.673,171.538,0.0,12.0
2388.411,1.0,0.0,0.0,0.0,7529.012,0.0,0.0,0.0,0.417,15.0,0.0,7000.0,1593.234,703.093,0.0,12.0
661.423,0.636,1109.53,630.01,479.52,952.743,0.417,0.083,0.417,0.083,1.0,6.0,7500.0,3137.509,137.306,0.0,12.0
1156.814,1.0,251.38,101.28,150.1,506.605,0.909,0.182,0.909,0.182,3.0,12.0,7500.0,2853.276,367.503,0.182,11.0
430.283,1.0,888.85,278.63,610.22,0.0,1.0,0.167,1.0,0.0,0.0,27.0,3500.0,1134.356,185.278,0.5,12.0
0.144,0.1,0.0,0.0,0.0,97.038,0.0,0.0,0.0,0.2,2.0,0.0,7000.0,186.434,18.25,0.0,10.0
62.489,0.273,290.0,290.0,0.0,0.0,0.083,0.083,0.0,0.0,0.0,1.0,4800.0,77.891,181.914,0.0,12.0
438.55,1.0,3647.61,3403.79,243.82,0.0,1.0,1.0,0.917,0.0,0.0,65.0,7500.0,3130.109,172.079,0.25,12.0
1375.254,1.0,0.0,0.0,0.0,142.304,0.0,0.0,0.0,0.083,1.0,0.0,1500.0,364.445,404.839,0.0,12.0
294.72,1.0,1880.0,0.0,1880.0,0.0,1.0,0.0,0.833,0.0,0.0,6.0,1000.0,1479.018,87.232,1.0,6.0
1193.645,1.0,850.15,850.15,0.0,3215.142,0.417,0.417,0.0,0.417,8.0,8.0,2500.0,3536.855,476.2,0.167,12.0
69.378,0.545,588.02,71.3,516.72,0.0,0.333,0.083,0.333,0.0,0.0,5.0,7000.0,1596.675,241.434,0.4,12.0
121.446,0.909,1254.46,910.46,344.0,0.0,0.583,0.417,0.417,0.0,0.0,14.0,1000.0,1244.738,153.924,0.5,12.0
1879.114,0.727,113.0,113.0,0.0,0.0,0.167,0.167,0.0,0.0,0.0,2.0,6500.0,3509.687,548.106,0.0,12.0
2966.035,1.0,0.0,0.0,0.0,1607.411,0.0,0.0,0.0,0.25,17.0,0.0,3500.0,770.655,789.628,0.0,12.0
245.116,0.875,2690.62,1217.04,1473.58,0.0,0.875,0.875,0.75,0.0,0.0,44.0,8000.0,2806.897,137.435,1.0,8.0
2013.171,1.0,60.0,60.0,0.0,4621.713,0.083,0.083,0.0,0.667,20.0,1.0,3500.0,3428.737,657.057,0.1,12.0
2898.484,1.0,0.0,0.0,0.0,3021.097,0.0,0.0,0.0,0.273,5.0,0.0,3000.0,230.794,13916.086,0.0,11.0
2033.538,1.0,929.25,297.51,631.74,1567.042,1.0,0.25,1.0,0.083,1.0,20.0,3500.0,1291.318,1843.752,0.0,12.0
935.779,1.0,645.83,645.83,0.0,2607.508,0.583,0.583,0.0,0.917,43.0,12.0,6500.0,5524.372,290.17,0.25,12.0
91.623,0.7,179.8,179.8,0.0,1099.442,0.1,0.1,0.0,0.4,8.0,1.0,1200.0,1374.794,99.449,0.5,10.0
11.047,0.545,180.5,0.0,180.5,0.0,0.5,0.0,0.333,0.0,0.0,8.0,4000.0,269.953,173.697,0.75,12.0
3066.861,1.0,84.65,0.0,84.65,0.0,0.75,0.0,0.75,0.0,0.0,9.0,8000.0,922.962,711.597,0.0,12.0
1764.52,0.909,100.0,100.0,0.0,440.715,0.083,0.083,0.0,0.083,1.0,1.0,3000.0,3815.759,466.396,0.125,12.0
30.395,1.0,512.47,512.47,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,7000.0,484.67,192.909,1.0,12.0
5.417,0.545,288.8,0.0,288.8,0.0,0.917,0.0,0.833,0.0,0.0,11.0,3000.0,254.444,32.475,0.182,12.0
29.93,0.273,259.59,0.0,259.59,0.0,0.167,0.0,0.167,0.0,0.0,3.0,2500.0,682.334,175.625,1.0,12.0
27.931,0.5,169.4,0.0,169.4,0.0,0.4,0.0,0.2,0.0,0.0,5.0,1500.0,116.255,145.094,0.0,10.0
978.092,1.0,550.53,0.0,550.53,0.0,1.0,0.0,1.0,0.0,0.0,39.0,1200.0,1068.923,254.434,0.0,12.0
2339.443,1.0,2941.53,1032.4,1909.13,0.0,1.0,0.5,1.0,0.0,0.0,86.0,3000.0,2055.656,697.395,0.0,12.0
4705.037,1.0,887.87,810.7,77.17,766.181,0.583,0.5,0.167,0.167,2.0,15.0,6000.0,1091.779,1107.649,0.0,12.0
152.228,1.0,946.0,536.0,410.0,0.0,0.75,0.25,0.417,0.0,0.0,18.0,6500.0,804.256,169.23,0.2,12.0
536.105,1.0,8591.31,8008.5,582.81,0.0,0.917,0.667,0.167,0.0,0.0,14.0,1000.0,8390.497,659.502,0.417,12.0
1981.929,1.0,145.8,0.0,145.8,0.0,0.833,0.0,0.75,0.0,0.0,10.0,6000.0,2803.927,467.478,0.083,12.0
527.762,1.0,2702.57,1942.77,759.8,0.0,1.0,0.5,0.75,0.0,0.0,32.0,3000.0,1942.14,188.998,0.083,12.0
1182.046,1.0,130.0,70.0,60.0,0.0,0.417,0.167,0.167,0.0,0.0,5.0,1200.0,279.44,293.908,0.0,12.0
131.271,1.0,147.26,0.0,147.26,0.0,0.333,0.0,0.25,0.0,0.0,4.0,1000.0,430.456,163.227,0.091,12.0
2116.846,1.0,898.34,0.0,898.34,256.376,0.917,0.0,0.917,0.167,2.0,11.0,2500.0,1786.497,508.47,0.0,12.0
2632.469,1.0,0.0,0.0,0.0,535.956,0.0,0.0,0.0,0.25,4.0,0.0,3000.0,737.932,736.751,0.0,12.0
1669.759,1.0,200.0,0.0,200.0,0.0,0.417,0.0,0.417,0.0,0.0,5.0,11000.0,442.608,373.92,0.0,12.0
1212.813,1.0,397.44,0.0,397.44,0.0,1.0,0.0,1.0,0.0,0.0,12.0,2000.0,1738.45,283.392,0.0,12.0
2579.908,1.0,125.51,0.0,125.51,1377.049,0.25,0.0,0.167,0.417,10.0,3.0,3000.0,666.356,774.461,0.0,12.0
520.441,1.0,2170.6,2170.6,0.0,0.0,0.667,0.667,0.0,0.0,0.0,20.0,1500.0,1943.742,179.996,0.083,12.0
1382.936,0.875,336.0,0.0,336.0,4158.991,0.875,0.0,0.75,0.125,5.0,7.0,4000.0,754.256,681.059,0.6,8.0
417.879,1.0,364.0,364.0,0.0,0.0,0.083,0.083,0.0,0.0,0.0,4.0,5000.0,1039.551,211.318,0.0,12.0
35.989,0.636,294.0,0.0,294.0,0.0,0.5,0.0,0.417,0.0,0.0,6.0,1200.0,502.278,188.698,0.333,12.0
1464.191,1.0,367.94,246.2,121.74,0.0,0.583,0.25,0.417,0.0,0.0,9.0,1500.0,719.946,1546.605,0.0,12.0
2847.608,1.0,1399.05,383.05,1016.0,0.0,0.75,0.167,0.583,0.0,0.0,10.0,7500.0,1094.004,888.842,0.0,12.0
107.452,1.0,1196.35,945.79,250.56,0.0,1.0,1.0,0.5,0.0,0.0,37.0,5500.0,1597.772,174.857,0.5,12.0
8.556,1.0,0.0,0.0,0.0,75.613,0.0,0.0,0.0,0.083,1.0,0.0,5000.0,74.219,96.14,0.0,12.0
14.836,0.545,170.09,0.0,170.09,0.0,0.455,0.0,0.455,0.0,0.0,10.0,7000.0,190.957,73.377,0.5,11.0
1473.496,1.0,414.0,0.0,414.0,0.0,0.75,0.0,0.667,0.0,0.0,9.0,10500.0,5863.94,570.25,0.5,12.0
243.59,1.0,1995.25,410.21,1585.04,0.0,1.0,0.417,1.0,0.0,0.0,49.0,5700.0,2413.92,227.535,0.167,12.0
880.182,1.0,58.4,0.0,58.4,192.159,0.286,0.0,0.286,0.143,1.0,2.0,2000.0,132.494,152.28,0.0,7.0
1709.694,1.0,2.0,2.0,0.0,5246.296,0.083,0.083,0.0,0.25,6.0,1.0,2500.0,4678.255,464.86,0.083,12.0
5850.173,1.0,393.87,0.0,393.87,0.0,0.25,0.0,0.25,0.0,0.0,8.0,6000.0,1536.774,2668.341,0.0,12.0
1229.398,1.0,11414.48,6754.38,4660.1,0.0,1.0,0.917,1.0,0.0,0.0,176.0,9000.0,9686.614,263.251,0.917,12.0
4613.57,1.0,0.0,0.0,0.0,1728.342,0.0,0.0,0.0,0.091,1.0,0.0,6000.0,922.219,1460.635,0.0,11.0
43.354,1.0,617.34,0.0,617.34,0.0,0.917,0.0,0.917,0.0,0.0,19.0,1200.0,564.845,160.072,0.583,12.0
80.545,1.0,374.37,0.0,374.37,0.0,1.0,0.0,1.0,0.0,0.0,27.0,1500.0,249.787,164.519,0.0,12.0
2672.203,0.909,0.0,0.0,0.0,1347.646,0.0,0.0,0.0,0.333,4.0,0.0,7500.0,5983.26,1143.325,0.091,12.0
14.002,0.364,76.0,0.0,76.0,0.0,0.167,0.0,0.167,0.0,0.0,4.0,5000.0,186.023,81.497,0.0,12.0
1454.189,1.0,70.0,70.0,0.0,296.081,0.083,0.083,0.0,0.417,5.0,1.0,1500.0,688.567,367.459,0.0,12.0
4738.804,1.0,0.0,0.0,0.0,3814.313,0.0,0.0,0.0,0.833,27.0,0.0,7000.0,1374.85,1159.813,0.0,12.0
20.7,0.857,94.98,0.0,94.98,0.0,0.857,0.0,0.714,0.0,0.0,6.0,1000.0,86.168,104.771,0.5,7.0
257.564,0.364,2971.83,2971.83,0.0,0.0,0.333,0.333,0.0,0.0,0.0,21.0,6000.0,3946.992,358.524,0.333,12.0
1709.346,1.0,339.0,339.0,0.0,0.0,0.167,0.167,0.0,0.0,0.0,4.0,2000.0,612.684,476.107,0.0,12.0
